beginString,bodyLength,msgType,senderCompID,targetCompID,msgSeqNum,sendingTime,lastMsgSeqNumProcessed,text,possDupFlag,tradingSessionSubID,securityStatusReqID,securityType,maturityDate,issueDate,couponRate,issuer,securityDesc,buyVolume,symbol,lastPx,lowPx,highPx,securityTradingStatus,checkSum
FIX.4.4,,,,,,,,,,LIS_BRD_01,,CS,00010101-00:00:00,00010101-00:00:00,,NDX,NDX,500000,NDX,8300,7500,9100,17,
FIX.4.4,,,,,,,,,,LIS_BRD_01,,CS,00010101-00:00:00,00010101-00:00:00,,NET,NET,500000,NET,25300,22800,27800,17,
FIX.4.4,,,,,,,,,,LIS_BRD_01,,CS,00010101-00:00:00,00010101-00:00:00,,NFC,NFC,500000,NFC,33900,30600,37200,17,
FIX.4.4,,,,,,,,,,LIS_BRD_01,,CS,00010101-00:00:00,00010101-00:00:00,,NGC,NGC,500000,NGC,23900,21600,26200,17,
FIX.4.4,,,,,,,,,,LIS_BRD_01,,CS,00010101-00:00:00,00010101-00:00:00,,NHA,NHA,500000,NHA,5900,5400,6400,17,
FIX.4.4,,,,,,,,,,LIS_BRD_01,,CS,00010101-00:00:00,00010101-00:00:00,,NHC,NHC,500000,NHC,32000,28800,35200,17,
FIX.4.4,,,,,,,,,,LIS_BRD_01,,CS,00010101-00:00:00,00010101-00:00:00,,NLC,NLC,500000,NLC,27100,24400,29800,17,
FIX.4.4,,,,,,,,,,LIS_BRD_01,,CS,00010101-00:00:00,00010101-00:00:00,,NPS,NPS,500000,NPS,16500,14900,18100,17,
FIX.4.4,,,,,,,,,,LIS_BRD_01,,CS,00010101-00:00:00,00010101-00:00:00,,NST,NST,500000,NST,13800,12500,15100,17,
FIX.4.4,,,,,,,,,,LIS_BRD_01,,CS,00010101-00:00:00,00010101-00:00:00,,NTP,NTP,500000,NTP,47000,42300,51700,17,
FIX.4.4,,,,,,,,,,LIS_BRD_01,,CS,00010101-00:00:00,00010101-00:00:00,,NVB,NVB,500000,NVB,6800,6200,7400,17,
FIX.4.4,,,,,,,,,,LIS_BRD_01,,CS,00010101-00:00:00,00010101-00:00:00,,OCH,OCH,500000,OCH,25200,22700,27700,17,
FIX.4.4,,,,,,,,,,LIS_BRD_01,,CS,00010101-00:00:00,00010101-00:00:00,,ONE,ONE,500000,ONE,8900,8100,9700,17,
FIX.4.4,,,,,,,,,,LIS_BRD_01,,CS,00010101-00:00:00,00010101-00:00:00,,ORS,ORS,500000,ORS,4000,3600,4400,17,
FIX.4.4,,,,,,,,,,LIS_BRD_01,,CS,00010101-00:00:00,00010101-00:00:00,,PCG,PCG,500000,PCG,8800,8000,9600,17,
FIX.4.4,,,,,,,,,,LIS_BRD_01,,CS,00010101-00:00:00,00010101-00:00:00,,PCT,PCT,500000,PCT,6200,5600,6800,17,
FIX.4.4,,,,,,,,,,LIS_BRD_01,,CS,00010101-00:00:00,00010101-00:00:00,,PDC,PDC,500000,PDC,4100,3700,4500,17,
FIX.4.4,,,,,,,,,,LIS_BRD_01,,CS,00010101-00:00:00,00010101-00:00:00,,PFL,PFL,500000,PFL,3300,3000,3600,17,
FIX.4.4,,,,,,,,,,LIS_BRD_01,,CS,00010101-00:00:00,00010101-00:00:00,,PGS,PGS,500000,PGS,34400,31000,37800,17,
FIX.4.4,,,,,,,,,,LIS_BRD_01,,CS,00010101-00:00:00,00010101-00:00:00,,PGT,PGT,500000,PGT,6200,5600,6800,17,
FIX.4.4,,,,,,,,,,LIS_BRD_01,,CS,00010101-00:00:00,00010101-00:00:00,,PHC,PHC,500000,PHC,4900,4500,5300,17,
FIX.4.4,,,,,,,,,,LIS_BRD_01,,CS,00010101-00:00:00,00010101-00:00:00,,PHH,PHH,500000,PHH,6400,5800,7000,17,
FIX.4.4,,,,,,,,,,LIS_BRD_01,,CS,00010101-00:00:00,00010101-00:00:00,,PID,PID,500000,PID,5300,4800,5800,17,
FIX.4.4,,,,,,,,,,LIS_BRD_01,,CS,00010101-00:00:00,00010101-00:00:00,,PIV,PIV,500000,PIV,7600,6900,8300,17,
FIX.4.4,,,,,,,,,,LIS_BRD_01,,CS,00010101-00:00:00,00010101-00:00:00,,PJC,PJC,500000,PJC,13500,12200,14800,17,
FIX.4.4,,,,,,,,,,LIS_BRD_01,,CS,00010101-00:00:00,00010101-00:00:00,,PLC,PLC,500000,PLC,25500,23000,28000,17,
FIX.4.4,,,,,,,,,,LIS_BRD_01,,CS,00010101-00:00:00,00010101-00:00:00,,PMC,PMC,500000,PMC,49200,44300,54100,17,
FIX.4.4,,,,,,,,,,LIS_BRD_01,,CS,00010101-00:00:00,00010101-00:00:00,,PMS,PMS,500000,PMS,8600,7800,9400,17,
FIX.4.4,,,,,,,,,,LIS_BRD_01,,CS,00010101-00:00:00,00010101-00:00:00,,POT,POT,500000,POT,14100,12700,15500,17,
FIX.4.4,,,,,,,,,,LIS_BRD_01,,CS,00010101-00:00:00,00010101-00:00:00,,PPE,PPE,500000,PPE,4600,4200,5000,17,
FIX.4.4,,,,,,,,,,LIS_BRD_01,,CS,00010101-00:00:00,00010101-00:00:00,,PPG,PPG,500000,PPG,3600,3300,3900,17,
FIX.4.4,,,,,,,,,,LIS_BRD_01,,CS,00010101-00:00:00,00010101-00:00:00,,PPP,PPP,500000,PPP,9200,8300,10100,17,
FIX.4.4,,,,,,,,,,LIS_BRD_01,,CS,00010101-00:00:00,00010101-00:00:00,,PPS,PPS,500000,PPS,10600,9600,11600,17,
FIX.4.4,,,,,,,,,,LIS_BRD_01,,CS,00010101-00:00:00,00010101-00:00:00,,PRC,PRC,500000,PRC,9000,8100,9900,17,
FIX.4.4,,,,,,,,,,LIS_BRD_01,,CS,00010101-00:00:00,00010101-00:00:00,,PSC,PSC,500000,PSC,11000,9900,12100,17,
FIX.4.4,,,,,,,,,,LIS_BRD_01,,CS,00010101-00:00:00,00010101-00:00:00,,PSD,PSD,500000,PSD,58000,52200,63800,17,
FIX.4.4,,,,,,,,,,LIS_BRD_01,,CS,00010101-00:00:00,00010101-00:00:00,,PSI,PSI,500000,PSI,7100,6400,7800,17,
FIX.4.4,,,,,,,,,,LIS_BRD_01,,CS,00010101-00:00:00,00010101-00:00:00,,PTI,PTI,500000,PTI,13000,11700,14300,17,
FIX.4.4,,,,,,,,,,LIS_BRD_01,,CS,00010101-00:00:00,00010101-00:00:00,,PTM,PTM,500000,PTM,6400,5800,7000,17,
FIX.4.4,,,,,,,,,,LIS_BRD_01,,CS,00010101-00:00:00,00010101-00:00:00,,PTS,PTS,500000,PTS,5300,4800,5800,17,
FIX.4.4,,,,,,,,,,LIS_BRD_01,,CS,00010101-00:00:00,00010101-00:00:00,,PV2,PV2,500000,PV2,3100,2800,3400,17,
FIX.4.4,,,,,,,,,,LIS_BRD_01,,CS,00010101-00:00:00,00010101-00:00:00,,PVB,PVB,500000,PVB,55100,49600,60600,17,
FIX.4.4,,,,,,,,,,LIS_BRD_01,,CS,00010101-00:00:00,00010101-00:00:00,,PVC,PVC,500000,PVC,30700,27700,33700,17,
FIX.4.4,,,,,,,,,,LIS_BRD_01,,CS,00010101-00:00:00,00010101-00:00:00,,PVE,PVE,500000,PVE,10800,9800,11800,17,
FIX.4.4,,,,,,,,,,LIS_BRD_01,,CS,00010101-00:00:00,00010101-00:00:00,,PVG,PVG,500000,PVG,11600,10500,12700,17,
FIX.4.4,,,,,,,,,,LIS_BRD_01,,CS,00010101-00:00:00,00010101-00:00:00,,PVI,PVI,500000,PVI,18200,16400,20000,17,
FIX.4.4,,,,,,,,,,LIS_BRD_01,,CS,00010101-00:00:00,00010101-00:00:00,,PVL,PVL,500000,PVL,3900,3600,4200,17,
FIX.4.4,,,,,,,,,,LIS_BRD_01,,CS,00010101-00:00:00,00010101-00:00:00,,PVR,PVR,500000,PVR,4300,3900,4700,17,
FIX.4.4,,,,,,,,,,LIS_BRD_01,,CS,00010101-00:00:00,00010101-00:00:00,,PVS,PVS,500000,PVS,40900,36900,44900,17,
FIX.4.4,,,,,,,,,,LIS_BRD_01,,CS,00010101-00:00:00,00010101-00:00:00,,PVV,PVV,500000,PVV,3100,2800,3400,17,
FIX.4.4,,,,,,,,,,LIS_BRD_01,,CS,00010101-00:00:00,00010101-00:00:00,,PVX,PVX,500000,PVX,5900,5400,6400,17,
FIX.4.4,,,,,,,,,,LIS_BRD_01,,CS,00010101-00:00:00,00010101-00:00:00,,PXA,PXA,500000,PXA,4500,4100,4900,17,
FIX.4.4,,,,,,,,,,LIS_BRD_01,,CS,00010101-00:00:00,00010101-00:00:00,,QHD,QHD,500000,QHD,16700,15100,18300,17,
FIX.4.4,,,,,,,,,,LIS_BRD_01,,CS,00010101-00:00:00,00010101-00:00:00,,QNC,QNC,500000,QNC,7100,6400,7800,17,
FIX.4.4,,,,,,,,,,LIS_BRD_01,,CS,00010101-00:00:00,00010101-00:00:00,,QST,QST,500000,QST,9600,8700,10500,17,
FIX.4.4,,,,,,,,,,LIS_BRD_01,,CS,00010101-00:00:00,00010101-00:00:00,,QTC,QTC,500000,QTC,23800,21500,26100,17,
FIX.4.4,,,,,,,,,,LIS_BRD_01,,CS,00010101-00:00:00,00010101-00:00:00,,RCL,RCL,500000,RCL,25200,22700,27700,17,
FIX.4.4,,,,,,,,,,LIS_BRD_01,,CS,00010101-00:00:00,00010101-00:00:00,,S12,S12,500000,S12,6000,5400,6600,17,
FIX.4.4,,,,,,,,,,LIS_BRD_01,,CS,00010101-00:00:00,00010101-00:00:00,,S55,S55,500000,S55,79300,71400,87200,17,
FIX.4.4,,,,,,,,,,LIS_BRD_01,,CS,00010101-00:00:00,00010101-00:00:00,,S74,S74,500000,S74,15600,14100,17100,17,
FIX.4.4,,,,,,,,,,LIS_BRD_01,,CS,00010101-00:00:00,00010101-00:00:00,,S99,S99,500000,S99,11200,10100,12300,17,
FIX.4.4,,,,,,,,,,LIS_BRD_01,,CS,00010101-00:00:00,00010101-00:00:00,,SAF,SAF,500000,SAF,35000,31500,38500,17,
FIX.4.4,,,,,,,,,,LIS_BRD_01,,CS,00010101-00:00:00,00010101-00:00:00,,SAP,SAP,500000,SAP,11500,10400,12600,17,
FIX.4.4,,,,,,,,,,LIS_BRD_01,,CS,00010101-00:00:00,00010101-00:00:00,,SCJ,SCJ,500000,SCJ,9800,8900,10700,17,
FIX.4.4,,,,,,,,,,LIS_BRD_01,,CS,00010101-00:00:00,00010101-00:00:00,,SCL,SCL,500000,SCL,18400,16600,20200,17,
FIX.4.4,,,,,,,,,,LIS_BRD_01,,CS,00010101-00:00:00,00010101-00:00:00,,SCR,SCR,500000,SCR,10300,9300,11300,17,
FIX.4.4,,,,,,,,,,LIS_BRD_01,,CS,00010101-00:00:00,00010101-00:00:00,,SD1,SD1,500000,SD1,3700,3400,4000,17,
FIX.4.4,,,,,,,,,,LIS_BRD_01,,CS,00010101-00:00:00,00010101-00:00:00,,SD2,SD2,500000,SD2,8100,7300,8900,17,
FIX.4.4,,,,,,,,,,LIS_BRD_01,,CS,00010101-00:00:00,00010101-00:00:00,,SD4,SD4,500000,SD4,10800,9800,11800,17,
FIX.4.4,,,,,,,,,,LIS_BRD_01,,CS,00010101-00:00:00,00010101-00:00:00,,SD5,SD5,500000,SD5,12500,11300,13700,17,
FIX.4.4,,,,,,,,,,LIS_BRD_01,,CS,00010101-00:00:00,00010101-00:00:00,,SD6,SD6,500000,SD6,15100,13600,16600,17,
FIX.4.4,,,,,,,,,,LIS_BRD_01,,CS,00010101-00:00:00,00010101-00:00:00,,SD7,SD7,500000,SD7,13000,11700,14300,17,
FIX.4.4,,,,,,,,,,LIS_BRD_01,,CS,00010101-00:00:00,00010101-00:00:00,,SD9,SD9,500000,SD9,14400,13000,15800,17,
FIX.4.4,,,,,,,,,,LIS_BRD_01,,CS,00010101-00:00:00,00010101-00:00:00,,SDA,SDA,500000,SDA,9500,8600,10400,17,
FIX.4.4,,,,,,,,,,LIS_BRD_01,,CS,00010101-00:00:00,00010101-00:00:00,,SDC,SDC,500000,SDC,11600,10500,12700,17,
FIX.4.4,,,,,,,,,,LIS_BRD_01,,CS,00010101-00:00:00,00010101-00:00:00,,SDD,SDD,500000,SDD,4600,4200,5000,17,
FIX.4.4,,,,,,,,,,LIS_BRD_01,,CS,00010101-00:00:00,00010101-00:00:00,,SDE,SDE,500000,SDE,6000,5400,6600,17,
FIX.4.4,,,,,,,,,,LIS_BRD_01,,CS,00010101-00:00:00,00010101-00:00:00,,SDG,SDG,500000,SDG,25300,22800,27800,17,
FIX.4.4,,,,,,,,,,LIS_BRD_01,,CS,00010101-00:00:00,00010101-00:00:00,,SDH,SDH,500000,SDH,4700,4300,5100,17,
FIX.4.4,,,,,,,,,,LIS_BRD_01,,CS,00010101-00:00:00,00010101-00:00:00,,SDN,SDN,500000,SDN,30000,27000,33000,17,
FIX.4.4,,,,,,,,,,LIS_BRD_01,,CS,00010101-00:00:00,00010101-00:00:00,,SDP,SDP,500000,SDP,10900,9900,11900,17,
FIX.4.4,,,,,,,,,,LIS_BRD_01,,CS,00010101-00:00:00,00010101-00:00:00,,SDT,SDT,500000,SDT,17000,15300,18700,17,
FIX.4.4,,,,,,,,,,LIS_BRD_01,,CS,00010101-00:00:00,00010101-00:00:00,,SDU,SDU,500000,SDU,10600,9600,11600,17,
FIX.4.4,,,,,,,,,,LIS_BRD_01,,CS,00010101-00:00:00,00010101-00:00:00,,SDY,SDY,500000,SDY,3600,3300,3900,17,
FIX.4.4,,,,,,,,,,LIS_BRD_01,,CS,00010101-00:00:00,00010101-00:00:00,,SEB,SEB,500000,SEB,24000,21600,26400,17,
FIX.4.4,,,,,,,,,,LIS_BRD_01,,CS,00010101-00:00:00,00010101-00:00:00,,SED,SED,500000,SED,18000,16200,19800,17,
FIX.4.4,,,,,,,,,,LIS_BRD_01,,CS,00010101-00:00:00,00010101-00:00:00,,SFN,SFN,500000,SFN,15600,14100,17100,17,
FIX.4.4,,,,,,,,,,LIS_BRD_01,,CS,00010101-00:00:00,00010101-00:00:00,,SGC,SGC,500000,SGC,37500,33800,41200,17,
FIX.4.4,,,,,,,,,,LIS_BRD_01,,CS,00010101-00:00:00,00010101-00:00:00,,SGD,SGD,500000,SGD,10600,9600,11600,17,
FIX.4.4,,,,,,,,,,LIS_BRD_01,,CS,00010101-00:00:00,00010101-00:00:00,,SGH,SGH,500000,SGH,64700,58300,71100,17,
FIX.4.4,,,,,,,,,,LIS_BRD_01,,CS,00010101-00:00:00,00010101-00:00:00,,SHA,SHA,500000,SHA,8000,7200,8800,17,
FIX.4.4,,,,,,,,,,LIS_BRD_01,,CS,00010101-00:00:00,00010101-00:00:00,,SHB,SHB,500000,SHB,8600,7800,9400,17,
FIX.4.4,,,,,,,,,,LIS_BRD_01,,CS,00010101-00:00:00,00010101-00:00:00,,SHN,SHN,500000,SHN,3900,3600,4200,17,
FIX.4.4,,,,,,,,,,LIS_BRD_01,,CS,00010101-00:00:00,00010101-00:00:00,,SHS,SHS,500000,SHS,11600,10500,12700,17,
FIX.4.4,,,,,,,,,,LIS_BRD_01,,CS,00010101-00:00:00,00010101-00:00:00,,SIC,SIC,500000,SIC,9100,8200,10000,17,
FIX.4.4,,,,,,,,,,LIS_BRD_01,,CS,00010101-00:00:00,00010101-00:00:00,,SJ1,SJ1,500000,SJ1,20000,18000,22000,17,
FIX.4.4,,,,,,,,,,LIS_BRD_01,,CS,00010101-00:00:00,00010101-00:00:00,,SJC,SJC,500000,SJC,6800,6200,7400,17,
FIX.4.4,,,,,,,,,,LIS_BRD_01,,CS,00010101-00:00:00,00010101-00:00:00,,SJE,SJE,500000,SJE,20000,18000,22000,17,
FIX.4.4,,,,,,,,,,LIS_BRD_01,,CS,00010101-00:00:00,00010101-00:00:00,,SKS,SKS,500000,SKS,9500,8600,10400,17,
FIX.4.4,,,,,,,,,,LIS_BRD_01,,CS,00010101-00:00:00,00010101-00:00:00,,SLS,SLS,500000,SLS,25600,23100,28100,17,
FIX.4.4,,,,,,,,,,LIS_BRD_01,,CS,00010101-00:00:00,00010101-00:00:00,,SMT,SMT,500000,SMT,21500,19400,23600,17,
FIX.4.4,,,,,,,,,,LIS_BRD_01,,CS,00010101-00:00:00,00010101-00:00:00,,SPI,SPI,500000,SPI,5500,5000,6000,17,
FIX.4.4,,,,,,,,,,LIS_BRD_01,,CS,00010101-00:00:00,00010101-00:00:00,,SPP,SPP,500000,SPP,6800,6200,7400,17,
FIX.4.4,,,,,,,,,,LIS_BRD_01,,CS,00010101-00:00:00,00010101-00:00:00,,SQC,SQC,500000,SQC,80000,72000,88000,17,
FIX.4.4,,,,,,,,,,LIS_BRD_01,,CS,00010101-00:00:00,00010101-00:00:00,,SRA,SRA,500000,SRA,2600,2400,2800,17,
FIX.4.4,,,,,,,,,,LIS_BRD_01,,CS,00010101-00:00:00,00010101-00:00:00,,SRB,SRB,500000,SRB,3200,2900,3500,17,
FIX.4.4,,,,,,,,,,LIS_BRD_01,,CS,00010101-00:00:00,00010101-00:00:00,,SSG,SSG,500000,SSG,2200,2000,2400,17,
FIX.4.4,,,,,,,,,,LIS_BRD_01,,CS,00010101-00:00:00,00010101-00:00:00,,SSM,SSM,500000,SSM,12700,11500,13900,17,
FIX.4.4,,,,,,,,,,LIS_BRD_01,,CS,00010101-00:00:00,00010101-00:00:00,,STC,STC,500000,STC,17300,15600,19000,17,
FIX.4.4,,,,,,,,,,LIS_BRD_01,,CS,00010101-00:00:00,00010101-00:00:00,,STP,STP,500000,STP,9400,8500,10300,17,
FIX.4.4,,,,,,,,,,LIS_BRD_01,,CS,00010101-00:00:00,00010101-00:00:00,,SVN,SVN,500000,SVN,10200,9200,11200,17,
FIX.4.4,,,,,,,,,,LIS_BRD_01,,CS,00010101-00:00:00,00010101-00:00:00,,TAG,TAG,500000,TAG,23700,21400,26000,17,
FIX.4.4,,,,,,,,,,LIS_BRD_01,,CS,00010101-00:00:00,00010101-00:00:00,,TBX,TBX,500000,TBX,10800,9800,11800,17,
FIX.4.4,,,,,,,,,,LIS_BRD_01,,CS,00010101-00:00:00,00010101-00:00:00,,TC6,TC6,500000,TC6,14600,13200,16000,17,
FIX.4.4,,,,,,,,,,LIS_BRD_01,,CS,00010101-00:00:00,00010101-00:00:00,,TCS,TCS,500000,TCS,11000,9900,12100,17,
FIX.4.4,,,,,,,,,,LIS_BRD_01,,CS,00010101-00:00:00,00010101-00:00:00,,TCT,TCT,500000,TCT,83500,75200,91800,17,
FIX.4.4,,,,,,,,,,LIS_BRD_01,,CS,00010101-00:00:00,00010101-00:00:00,,TDN,TDN,500000,TDN,9700,8800,10600,17,
FIX.4.4,,,,,,,,,,LIS_BRD_01,,CS,00010101-00:00:00,00010101-00:00:00,,TET,TET,500000,TET,21600,19500,23700,17,
FIX.4.4,,,,,,,,,,LIS_BRD_01,,CS,00010101-00:00:00,00010101-00:00:00,,TH1,TH1,500000,TH1,20700,18700,22700,17,
FIX.4.4,,,,,,,,,,LIS_BRD_01,,CS,00010101-00:00:00,00010101-00:00:00,,THB,THB,500000,THB,25000,22500,27500,17,
FIX.4.4,,,,,,,,,,LIS_BRD_01,,CS,00010101-00:00:00,00010101-00:00:00,,THS,THS,500000,THS,7000,6300,7700,17,
FIX.4.4,,,,,,,,,,LIS_BRD_01,,CS,00010101-00:00:00,00010101-00:00:00,,THT,THT,500000,THT,14900,13500,16300,17,
FIX.4.4,,,,,,,,,,LIS_BRD_01,,CS,00010101-00:00:00,00010101-00:00:00,,TIG,TIG,500000,TIG,13200,11900,14500,17,
FIX.4.4,,,,,,,,,,LIS_BRD_01,,CS,00010101-00:00:00,00010101-00:00:00,,TJC,TJC,500000,TJC,13300,12000,14600,17,
FIX.4.4,,,,,,,,,,LIS_BRD_01,,CS,00010101-00:00:00,00010101-00:00:00,,TKC,TKC,500000,TKC,5700,5200,6200,17,
FIX.4.4,,,,,,,,,,LIS_BRD_01,,CS,00010101-00:00:00,00010101-00:00:00,,TKU,TKU,500000,TKU,7900,7200,8600,17,
FIX.4.4,,,,,,,,,,LIS_BRD_01,,CS,00010101-00:00:00,00010101-00:00:00,,TMC,TMC,500000,TMC,11000,9900,12100,17,
FIX.4.4,,,,,,,,,,LIS_BRD_01,,CS,00010101-00:00:00,00010101-00:00:00,,TMX,TMX,500000,TMX,10000,9000,11000,17,
FIX.4.4,,,,,,,,,,LIS_BRD_01,,CS,00010101-00:00:00,00010101-00:00:00,,TNG,TNG,500000,TNG,21700,19600,23800,17,
FIX.4.4,,,,,,,,,,LIS_BRD_01,,CS,00010101-00:00:00,00010101-00:00:00,,TPH,TPH,500000,TPH,7200,6500,7900,17,
FIX.4.4,,,,,,,,,,LIS_BRD_01,,CS,00010101-00:00:00,00010101-00:00:00,,TPP,TPP,500000,TPP,12800,11600,14000,17,
FIX.4.4,,,,,,,,,,LIS_BRD_01,,CS,00010101-00:00:00,00010101-00:00:00,,TSB,TSB,500000,TSB,8000,7200,8800,17,
FIX.4.4,,,,,,,,,,LIS_BRD_01,,CS,00010101-00:00:00,00010101-00:00:00,,TSM,TSM,500000,TSM,3000,2700,3300,17,
FIX.4.4,,,,,,,,,,LIS_BRD_01,,CS,00010101-00:00:00,00010101-00:00:00,,TST,TST,500000,TST,4600,4200,5000,17,
FIX.4.4,,,,,,,,,,LIS_BRD_01,,CS,00010101-00:00:00,00010101-00:00:00,,TTC,TTC,500000,TTC,11900,10800,13000,17,
FIX.4.4,,,,,,,,,,LIS_BRD_01,,CS,00010101-00:00:00,00010101-00:00:00,,TTZ,TTZ,500000,TTZ,5000,4500,5500,17,
FIX.4.4,,,,,,,,,,LIS_BRD_01,,CS,00010101-00:00:00,00010101-00:00:00,,TV2,TV2,500000,TV2,24500,22100,26900,17,
FIX.4.4,,,,,,,,,,LIS_BRD_01,,CS,00010101-00:00:00,00010101-00:00:00,,TV3,TV3,500000,TV3,21000,18900,23100,17,
FIX.4.4,,,,,,,,,,LIS_BRD_01,,CS,00010101-00:00:00,00010101-00:00:00,,TV4,TV4,500000,TV4,11600,10500,12700,17,
FIX.4.4,,,,,,,,,,LIS_BRD_01,,CS,00010101-00:00:00,00010101-00:00:00,,TVD,TVD,500000,TVD,12600,11400,13800,17,
FIX.4.4,,,,,,,,,,LIS_BRD_01,,CS,00010101-00:00:00,00010101-00:00:00,,TXM,TXM,500000,TXM,8000,7200,8800,17,
FIX.4.4,,,,,,,,,,LIS_BRD_01,,CS,00010101-00:00:00,00010101-00:00:00,,UNI,UNI,500000,UNI,8000,7200,8800,17,
FIX.4.4,,,,,,,,,,LIS_BRD_01,,CS,00010101-00:00:00,00010101-00:00:00,,V12,V12,500000,V12,9300,8400,10200,17,
FIX.4.4,,,,,,,,,,LIS_BRD_01,,CS,00010101-00:00:00,00010101-00:00:00,,V15,V15,500000,V15,2300,2100,2500,17,
FIX.4.4,,,,,,,,,,LIS_BRD_01,,CS,00010101-00:00:00,00010101-00:00:00,,V21,V21,500000,V21,5400,4900,5900,17,
FIX.4.4,,,,,,,,,,LIS_BRD_01,,CS,00010101-00:00:00,00010101-00:00:00,,VAT,VAT,500000,VAT,8100,7300,8900,17,
FIX.4.4,,,,,,,,,,LIS_BRD_01,,CS,00010101-00:00:00,00010101-00:00:00,,VBC,VBC,500000,VBC,40000,36000,44000,17,
FIX.4.4,,,,,,,,,,LIS_BRD_01,,CS,00010101-00:00:00,00010101-00:00:00,,VBH,VBH,500000,VBH,12500,11300,13700,17,
FIX.4.4,,,,,,,,,,LIS_BRD_01,,CS,00010101-00:00:00,00010101-00:00:00,,VC1,VC1,500000,VC1,20700,18700,22700,17,
FIX.4.4,,,,,,,,,,LIS_BRD_01,,CS,00010101-00:00:00,00010101-00:00:00,,VC2,VC2,500000,VC2,15100,13600,16600,17,
FIX.4.4,,,,,,,,,,LIS_BRD_01,,CS,00010101-00:00:00,00010101-00:00:00,,VC3,VC3,500000,VC3,13600,12300,14900,17,
FIX.4.4,,,,,,,,,,LIS_BRD_01,,CS,00010101-00:00:00,00010101-00:00:00,,VC5,VC5,500000,VC5,5600,5100,6100,17,
FIX.4.4,,,,,,,,,,LIS_BRD_01,,CS,00010101-00:00:00,00010101-00:00:00,,VC6,VC6,500000,VC6,8000,7200,8800,17,
FIX.4.4,,,,,,,,,,LIS_BRD_01,,CS,00010101-00:00:00,00010101-00:00:00,,VC7,VC7,500000,VC7,7200,6500,7900,17,
FIX.4.4,,,,,,,,,,LIS_BRD_01,,CS,00010101-00:00:00,00010101-00:00:00,,VC9,VC9,500000,VC9,9300,8400,10200,17,
FIX.4.4,,,,,,,,,,LIS_BRD_01,,CS,00010101-00:00:00,00010101-00:00:00,,VCC,VCC,500000,VCC,15300,13800,16800,17,
FIX.4.4,,,,,,,,,,LIS_BRD_01,,CS,00010101-00:00:00,00010101-00:00:00,,VCG,VCG,500000,VCG,12400,11200,13600,17,
FIX.4.4,,,,,,,,,,LIS_BRD_01,,CS,00010101-00:00:00,00010101-00:00:00,,VCM,VCM,500000,VCM,13000,11700,14300,17,
FIX.4.4,,,,,,,,,,LIS_BRD_01,,CS,00010101-00:00:00,00010101-00:00:00,,VCR,VCR,500000,VCR,3100,2800,3400,17,
FIX.4.4,,,,,,,,,,LIS_BRD_01,,CS,00010101-00:00:00,00010101-00:00:00,,VCS,VCS,500000,VCS,31000,27900,34100,17,
FIX.4.4,,,,,,,,,,LIS_BRD_01,,CS,00010101-00:00:00,00010101-00:00:00,,VDL,VDL,500000,VDL,26900,24300,29500,17,
FIX.4.4,,,,,,,,,,LIS_BRD_01,,CS,00010101-00:00:00,00010101-00:00:00,,VDS,VDS,500000,VDS,10500,9500,11500,17,
FIX.4.4,,,,,,,,,,LIS_BRD_01,,CS,00010101-00:00:00,00010101-00:00:00,,VE1,VE1,500000,VE1,3900,3600,4200,17,
FIX.4.4,,,,,,,,,,LIS_BRD_01,,CS,00010101-00:00:00,00010101-00:00:00,,VE2,VE2,500000,VE2,10400,9400,11400,17,
FIX.4.4,,,,,,,,,,LIS_BRD_01,,CS,00010101-00:00:00,00010101-00:00:00,,VE3,VE3,500000,VE3,10000,9000,11000,17,
FIX.4.4,,,,,,,,,,LIS_BRD_01,,CS,00010101-00:00:00,00010101-00:00:00,,VE4,VE4,500000,VE4,9700,8800,10600,17,
FIX.4.4,,,,,,,,,,LIS_BRD_01,,CS,00010101-00:00:00,00010101-00:00:00,,VE8,VE8,500000,VE8,7000,6300,7700,17,
FIX.4.4,,,,,,,,,,LIS_BRD_01,,CS,00010101-00:00:00,00010101-00:00:00,,VE9,VE9,500000,VE9,10800,9800,11800,17,
FIX.4.4,,,,,,,,,,LIS_BRD_01,,CS,00010101-00:00:00,00010101-00:00:00,,VFR,VFR,500000,VFR,14500,13100,15900,17,
FIX.4.4,,,,,,,,,,LIS_BRD_01,,CS,00010101-00:00:00,00010101-00:00:00,,VGP,VGP,500000,VGP,17700,16000,19400,17,
FIX.4.4,,,,,,,,,,LIS_BRD_01,,CS,00010101-00:00:00,00010101-00:00:00,,VGS,VGS,500000,VGS,7700,7000,8400,17,
FIX.4.4,,,,,,,,,,LIS_BRD_01,,CS,00010101-00:00:00,00010101-00:00:00,,VHL,VHL,500000,VHL,44100,39700,48500,17,
FIX.4.4,,,,,,,,,,LIS_BRD_01,,CS,00010101-00:00:00,00010101-00:00:00,,VIE,VIE,500000,VIE,2700,2500,2900,17,
FIX.4.4,,,,,,,,,,LIS_BRD_01,,CS,00010101-00:00:00,00010101-00:00:00,,VIG,VIG,500000,VIG,4800,4400,5200,17,
FIX.4.4,,,,,,,,,,LIS_BRD_01,,CS,00010101-00:00:00,00010101-00:00:00,,VIT,VIT,500000,VIT,13600,12300,14900,17,
